Location_Code,latitude,longitude,depth,SampleID,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium_spp,Cochlodinium_spp,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton,Sample Depth,Datetime
SMP,34.008,-118.499,,618,6/29/20,20.6,,,200,,,0.1,,,,0.8,,0,,1.9,0.44,200,0,,,,0,0,748,16830,26928,0,0,,,0,748,748,45628,,
NP,33.6061,-117.9311,,NP070620,7/6/20,19.5,,,100,3.75,3.43,3.59,,,,0.25,5,0,0,0.25,0,200,0,,,25,0,2599,0,0,18191,7796,0,0,0,0,129939,127340,285865,,
SMP,34.008,-118.499,,619,7/6/20,21,,,200,,,0,,,,0.38,,0,,1.54,0,200,0,,,,0,0,0,0,1870,0,0,,,0,0,0,1870,,
SIO,32.867,-117.257,,20200706,7/6/20,22.2,,,100,2.49,2.38,2.44,0.62,0.67,0.65,0.1,3.9,0,,0,0,200,0,,,,0,0,820,3282,12718,1641,0,2051,0,821,98050,49640,169023,,
SW,34.408043,-119.68485,1,20200713,7/13/20,16,16,,188,0.763,,0.763,0.381,,0.381,0.422,7.246,0,0.307,4.535,0.307,188,0,,,50,280,2320,1160,2320,3180,580,2020,1740,0,0,6360,6360,26320,1,
NP,33.6061,-117.9311,,NP071320,7/13/20,20.4,,,100,3.78,4.05,3.92,,,,0.2,2.17,0,0,1.04,0,200,0,,,25,0,0,5198,2599,18191,10395,0,5198,0,0,402810,231291,675681,,
SMP,34.008,-118.499,,620,7/13/20,21.5,,,200,,,1.4,,,,0.49,,0,,3.66,0,200,0,,,,0,0,0,0,0,0,0,,,0,748,0,748,,
SIO,32.867,-117.257,,20200713,7/13/20,23.3,,,100,3.39,3.19,3.29,0.94,1.14,1.04,0.11,2.7,0,,0,0,200,0,,,,0,0,410,2462,19692,7795,0,5333,0,0,108716,38564,182972,,
SW,34.408043,-119.68485,1,20200720,7/20/20,13.3,14.3,,188,1.619,,1.619,0.393,,0.393,0.368,8.524,0,0,3.055,0,188,0,,,50,1440,0,280,8100,2900,580,1740,1160,0,0,13900,6940,37040,1,
NP,33.6061,-117.9311,,NP072020,7/20/20,15,,,100,5.34,5.22,5.28,,,,0.43,5.57,0,0.35,1.45,0.35,200,0,,,25,0,0,0,18191,64969,5198,5198,23389,0,0,116945,545742,779631,,
SMP,34.008,-118.499,,621,7/20/20,20.6,,,200,,,2.3,,,,0.4,,0,,0.85,0,200,0,,,,0,0,0,6358,0,0,0,,,0,2618,748,10098,,
SIO,32.867,-117.257,,20200720,7/20/20,15.3,,,100,2.71,2.87,2.79,1.77,1.23,1.5,0.66,8.7,0,,1.04,2.05,200,0,,,,0,0,1252,3755,8761,25032,4381,2503,0,0,185237,73219,304140,,
SW,34.408043,-119.68485,1,20200727,7/27/20,15.5,15.4,,188,4.225,,4.225,1.027,,1.027,0.489,9.586,0,0,1.89,0,188,0,,,50,0,2600,0,9260,20560,6360,8100,2900,580,41399,40820,65420,197999,1,
NP,33.6061,-117.9311,,NP072720,7/27/20,17,,,100,5.09,5.1,5.09,,,,0.28,3.24,0,0,0.23,0,200,0,,,25,0,0,2599,10395,41580,0,0,2599,80562,2599,96155,371624,608113,,
SMP,34.008,-118.499,,622,7/27/20,16.9,,,200,,,,,,,0.35,,0,,0.66,1.2,200,0,,,,0,748,0,41140,19074,0,0,,,748,1122,1122,67694,,
SIO,32.867,-117.257,,20200727,7/27/20,20.3,,,100,4.04,3.67,3.86,1.12,1.55,1.33,0.19,4.2,0,,0,0,200,0,,,,0,0,626,3129,5633,28787,0,1878,0,0,250321,38172,328546,,
SW,34.408043,-119.68485,1,20200803,8/3/20,17.7,16.1,,188,1.386,,1.386,0.396,,0.396,0.201,4.422,0,0,1.369,0,188,0,,,50,0,0,0,0,5220,10720,57900,860,0,1738,70640,17080,164158,1,
SIO,32.867,-117.257,,20200803,8/3/20,19,,,100,1.6,1.59,1.59,0.54,0.57,0.55,0.3,3,0,,0,0,200,0,,,,0,0,0,1252,3129,58199,9387,626,0,0,448700,13141,534434,,
SMP,34.008,-118.499,,623,8/3/20,18.9,,,200,,,,,,,0.42,,0,,0.41,0,200,0,,,,748,0,0,1122,17204,0,2992,,,374,1496,7480,31416,,
NP,33.6061,-117.9311,,NP080320,8/3/20,18.6,,,100,1.82,3.09,2.45,,,,0.21,4.45,0,0,0,0,200,0,,,25,0,2599,0,2599,59772,15593,12994,0,0,0,122142,187112,402810,,
SW,34.408043,-119.68485,1,20200810,8/10/20,15.3,14.7,,188,6.933,,6.933,1.332,,1.332,0.622,11.955,0,0.227,5.056,0.227,188,0,,,50,2600,580,580,2020,31560,11580,4340,4640,4340,0,26340,52120,140700,1,
SMP,34.008,-118.499,,624,8/10/20,17.2,,,200,,,,,,,0.31,,0,,0.43,0.27,200,0,,,,0,0,374,374,1496,4114,374,,,374,6732,748,14960,,
NP,33.6061,-117.9311,,NP081020,8/10/20,18.5,,,100,6.22,6.3,6.26,,,,0.24,4.21,0,0.39,1.58,0.39,200,0,,,25,0,2599,7796,5198,140334,0,0,0,0,0,59772,366427,582125,,
SIO,32.867,-117.257,,20200810,8/10/20,19.9,,,100,3.74,3.58,3.66,0.76,0.84,0.8,0.17,2.6,0,,0,0,200,0.05,,,,0,0,0,1252,25032,44432,11890,3129,0,0,668356,53193,807284,,
SW,34.408043,-119.68485,1,20200817,8/17/20,17.7,21.4,,188,2.216,,2.216,0.699,,0.699,0.163,6.621,0,0,7.763,0,188,0,,,50,580,1740,580,860,18820,43720,25760,4920,280,2316,134900,96700,331176,1,
NP,33.6061,-117.9311,,NP081720,8/17/20,22,,,100,0.78,0.82,0.8,,,,0.16,1.95,0,0,0,0,200,0,,,25,0,0,0,0,0,36383,2599,0,0,0,72766,103951,215698,,
SIO,32.867,-117.257,,20200817,8/17/20,22,,,100,0.93,0.93,0.93,0.27,0.31,0.29,0.14,1.9,0,,0.22,0,200,0,,,,0,0,0,136,1903,15225,1223,272,0,0,90802,10738,120299,,
SMP,34.008,-118.499,,625,8/17/20,19.1,,,200,,,,,,,0.36,,0,,0.4,0,200,0,,,,0,0,0,0,1122,0,1122,,,0,5236,1496,8976,,
SW,34.408043,-119.68485,1,20200824,8/24/20,20.7,20,,188,2.484,,2.484,0.938,,0.938,0.476,7.497,0,0.266,2.266,0.266,188,0,,,50,280,580,4060,2320,3180,0,1440,15920,860,0,8680,9560,46880,1,
NP,33.6061,-117.9311,,NP082420,8/24/20,24,,,100,1.96,1.95,1.95,,,,0.18,1.96,0,0,16.63,0,200,0,,,25,0,2599,0,0,7796,0,2599,2599,0,0,145531,220896,382019,,
SMP,34.008,-118.499,,626,8/24/20,20.7,,,200,,,,,,,0.35,,0,,0.46,0,200,0,,,,0,0,0,0,748,0,374,,,0,2244,748,5236,,
SIO,32.867,-117.257,,20200824,8/24/20,24.7,,,100,2.18,2.06,2.12,0.56,0.57,0.57,0.14,1.5,0,,0,0,200,0,,,,0,0,0,408,1903,2039,952,272,0,272,49343,16583,71772,,
SW,34.408043,-119.68485,1,20200831,8/31/20,15.6,16.5,,188,5.439,,5.439,0.808,,0.808,0.727,10.477,0,1.436,6.377,1.436,188,0,,,50,2320,0,0,1440,3480,1160,4340,2320,0,2027,8980,41680,67747,1,
SIO,32.867,-117.257,,20200831,8/31/20,17.3,,,100,1.62,1.7,1.66,0.41,0.46,0.44,0.37,3.3,0,,0,0,200,0,,,,0,0,626,1252,4381,77600,17522,2503,0,626,237179,31289,372978,,
SMP,34.008,-118.499,,627,8/31/20,21.3,,,200,,,,,,,0.57,,0,,2.17,0,200,0,,,,0,1870,0,0,2244,0,0,,,0,5600,1120,1870,,
NP,33.6061,-117.9311,,NP083120,8/31/20,19.4,,,100,0.74,0.73,0.74,,,,0.13,1.53,0,0,0,0,200,0,,,25,0,0,0,0,5198,7796,2599,0,0,0,70167,142932,228692,,
SW,34.408043,-119.68485,1,20200907,9/7/20,18.8,22.2,,188,0.714,,0.714,0.236,,0.236,0.16,4.888,0,0,1.298,0,188,0,,,50,0,0,0,0,3180,9560,13020,2320,0,2027,11860,17380,59347,1,
NP,33.6061,-117.9311,,NP090720,9/7/20,19.4,,,100,1.33,1.26,1.3,,,,0.14,3.27,0,-0.06,0.26,0,200,0,,,25,0,0,0,0,0,5198,2599,2599,0,0,88358,168920,267673,,
SMP,34.008,-118.499,,628,9/7/20,19.8,,,200,,,,,,,0.16,,0,,0,0,200,0,,,,0,0,0,0,3740,0,750,,,0,2240,6730,8600,,
SIO,32.867,-117.257,,20200908,9/8/20,22,,,100,1.64,1.57,1.6,0.59,0.58,0.59,0.21,1.9,0,,1.16,0,200,0,,,,0,0,0,0,1631,10739,544,1088,0,136,47168,16991,78297,,
SW,34.408043,-119.68485,1,20200914,9/14/20,17.8,18.3,,188,1.047,,1.047,0.377,,0.377,0.177,3.789,0,0.293,13.562,0.293,188,0,,,50,0,0,0,0,17080,12740,6080,580,0,0,19100,6080,61660,1,
NP,33.6061,-117.9311,,NP091420,9/14/20,18.8,,,100,3.58,3.65,3.62,,,,0.06,2.33,-0.02,-0.08,0.44,0,200,0,,,25,0,2599,0,0,15593,18191,0,10395,0,0,101352,382019,530149,,
SMP,34.008,-118.499,,629,9/14/20,20.6,,,200,,,,,,,0.24,,0,,0.64,0,200,0,,,,0,0,1500,370,2618,1120,0,,,0,3370,2240,6560,,
SIO,32.867,-117.257,,20200914,9/14/20,21.9,,,100,1.58,1.58,1.58,0.37,0.42,0.39,0.1,1.7,0,,0,0,200,0,,,,0,0,0,272,4621,1359,0,5574,0,136,66743,15768,94473,,
SW,34.408043,-119.68485,1,20200921,9/21/20,17.7,15,,188,2.126,,2.126,0.708,,0.708,0.524,8.136,0,0.503,26.301,0.503,188,0,,,50,0,0,860,580,9840,3180,3760,2900,0,0,7520,26920,55560,1,
NP,33.6061,-117.9311,,NP092120,9/21/20,19.5,,,100,2.13,2.11,2.12,,,,0.06,2.78,0,-0.03,0.23,0,200,0,,,25,0,0,0,0,18191,5198,2599,2599,0,0,96155,236488,361229,,
SIO,32.867,-117.257,,20200921,9/21/20,21.3,,,100,1.72,1.8,1.76,0.82,0.72,0.77,0,2.6,0,,0.31,0,200,0,,,,0,0,0,0,3534,2583,272,680,0,0,36973,19030,63072,,
SMP,34.008,-118.499,,630,9/21/20,20.4,,,200,,,,,,,0.26,,0,,1.38,0,200,0,,,,0,0,0,0,8228,1870,370,,,0,4860,370,1120,,
SW,34.408043,-119.68485,1,20200928,9/28/20,20.2,19.4,,188,1.551,,1.551,0.364,,0.364,0,2.677,0,0,15.934,0,188,0,,,50,0,0,580,0,2020,2900,3480,3480,0,0,4060,33300,49820,1,
NP,33.6061,-117.9311,,NP092820,9/28/20,21,,,100,1.76,1.85,1.81,,,,0.15,1.62,-0.01,0.04,0.76,0,200,0,,,25,0,0,0,0,28586,5198,5198,0,0,0,28586,111747,179315,,
SIO,32.867,-117.257,,20200928,9/28/20,21,,,100,1.85,1.8,1.83,0.4,0.45,0.42,0,2.4,0,,0.41,0,200,0,,,,0,0,136,0,16992,1903,0,2175,0,0,34255,16719,72180,,
SMP,34.008,-118.499,,631,9/28/20,20.7,,,200,,,,,,,0.34,,0,,2.01,0.25,200,0,,,,0,0,0,0,0,0,0,,,0,0,374,1496,,
SW,34.408043,-119.68485,1,20201005,10/5/20,20.4,15.6,,188,0.996,,0.996,0.54,,0.54,0,3.033,0,0,9.603,0,188,0,,,50,0,0,280,0,2900,4920,1740,0,0,0,15920,28660,54420,1,
NP,33.6061,-117.9311,,NP100520,10/5/20,20.4,,,100,1.94,1.8,1.87,,,,0.08,2.11,0.06,0.04,0.49,0,200,0,,,25,0,0,0,0,51975,51975,5198,0,0,0,101352,109148,319649,,
SIO,32.867,-117.257,,20201005,10/5/20,20.4,,,100,1.61,1.55,1.58,0.42,0.42,0.42,0.11,2.5,0,,0.43,0,200,0,,,,0,0,272,408,10059,6796,0,1496,0,0,49344,23379,91754,,
SMP,34.008,-118.499,,632,10/5/20,20.7,,,200,,,,,,,0.45,,0.28,,0.59,0.21,200,0,,,,0,0,0,370,0,0,0,,,0,370,0,374,,
SW,34.408043,-119.68485,1,20201012,10/12/20,20.1,18.2,,188,0.818,,0.818,0.357,,0.357,0.112,2.575,0,0.256,99.727,0.256,188,0,,,50,0,0,0,580,1740,580,8680,280,0,0,6660,18240,36760,1,
SIO,32.867,-117.257,,20201012,10/12/20,21.2,,,100,1.78,1.77,1.78,0.44,0.49,0.46,0,2.2,0,,0,0,200,0,,,,0,0,272,544,20254,2990,408,680,272,136,51518,17126,94200,,
NP,33.6061,-117.9311,,NP101220,10/12/20,20.8,,,100,1.84,1.94,1.89,,,,0.11,1.74,0.06,0.02,0.71,0,200,0,,,25,0,0,0,0,15593,7796,10395,0,0,0,205303,270272,509359,,
SMP,34.008,-118.499,,633,10/12/20,20.4,,,200,,,,,,,0.19,,0,,0.61,0,200,0,,,,0,0,0,0,0,0,0,,,0,0,27302,27302,,
SMP,34.008,-118.499,,634,10/17/20,19.9,,,200,,,,,,,0.27,,0,,0.55,0,200,0,,,,0,0,0,0,750,0,0,,,0,2990,2240,6730,,
SIO,32.867,-117.257,,20201019,10/19/20,21.1,,,100,1.64,1.59,1.61,0.36,0.47,0.42,0,2.1,0,,0,0,200,0,,,,0,0,408,136,11147,7884,544,544,0,0,66334,17126,104123,,
NP,33.6061,-117.9311,,NP101920,10/19/20,21.1,,,100,2.04,2.17,2.11,,,,0.11,1.99,-0.01,-0.03,0.24,0,200,0,,,25,0,0,0,0,7796,18191,0,0,0,0,54574,296260,376822,,
SW,34.408043,-119.68485,1,20201020,10/20/20,20.4,16.8,,188,1.309,,1.309,0.641,,0.641,0.227,3.647,0,0.224,93.737,0.224,188,0,,,50,0,0,0,0,2320,1160,3180,0,0,0,8680,21720,37060,1,
SW,34.408043,-119.68485,1,20201026,10/26/20,16.4,13.7,,188,1.663,,1.663,0.551,,0.551,0.263,3.639,0,0.236,21.824,0.236,188,0,,,50,280,0,280,860,2320,2900,6940,1160,0,290,9840,11300,36170,1,
SIO,32.867,-117.257,,20201026,10/26/20,20,,,100,1.68,1.54,1.61,0.47,0.73,0.6,0,2.2,0,,0.61,0,200,0,,,,0,0,272,408,4894,8428,272,544,0,0,64975,13864,93657,,
NP,33.6061,-117.9311,,NP102620,10/26/20,14.8,,,100,2.81,2.76,2.79,,,,0.33,3.61,0.11,0.4,0.65,0.3,200,0,,,25,0,0,0,2599,2599,10395,2599,0,7796,0,93556,288464,408007,,
SMP,34.008,-118.499,,635,10/26/20,18.8,,,200,,,,,,,0.31,,0,,1.68,0,200,0,,,,0,0,0,750,750,0,0,,,0,5240,0,10470,,
SW,34.408043,-119.68485,1,20201102,11/2/20,16.9,15.9,,188,1.165,,1.165,0.498,,0.498,0.257,4.247,0,0.227,375.998,0.227,188,0,,,50,280,580,0,0,4640,860,8680,1160,0,0,20840,30980,68020,1,
NP,33.6061,-117.9311,,NP110220,11/2/20,19,,,100,0.88,0.92,0.9,,,,0.05,1.49,-0.02,-0.01,0.6,0,200,0,,,25,0,0,0,0,0,15593,2599,2599,2599,0,124741,129939,278069,,
SIO,32.867,-117.257,,20201102,11/2/20,17.8,,,100,1.46,1.44,1.45,0.45,0.39,0.42,0.18,3.6,0,,0.34,0,200,0,,,,0,0,0,136,1359,6525,1087,272,0,272,32352,15768,57771,,
SMP,34.008,-118.499,,636,11/2/20,18.1,,,200,,,,,,,0.26,,0,,0.31,0,200,0,,,,0,0,370,0,1500,0,370,,,0,3370,1120,8230,,
SW,34.408043,-119.68485,1,20201109,11/9/20,12.9,11.6,,188,0.193,,0.193,0.557,,0.557,1.204,13.327,0.233,10.793,299.386,10.56,188,0,,,50,0,0,0,280,280,0,0,0,0,0,3480,5800,9840,1,
NP,33.6061,-117.9311,,NP110920,11/9/20,14.8,,,100,6.3,6.54,6.42,,,,0.29,4.05,0.07,0.77,0.27,0.77,200,0,,,25,0,0,2599,0,2599,41580,20790,0,0,0,1021317,262476,1351361,,
SIO,32.867,-117.257,,20201109,11/9/20,17.4,,,100,2.03,2.02,2.02,1.03,1.01,1.02,0.25,3.1,0,,0.61,0.26,200,0,,,,0,0,410,0,2462,22564,0,820,0,0,167382,34872,228510,,
SMP,34.008,-118.499,,637,11/9/20,13.8,,,200,,,,,,,0.62,,0.74,,1.73,4.08,200,0,,,,0,0,0,0,0,0,0,,,0,16460,0,16830,,
NP,33.6061,-117.9311,,NP111620,11/16/20,14.6,,,100,6.94,6.99,6.79,,,,0.28,3.94,0.08,0.46,0.12,0.46,200,0,,,25,0,0,0,2599,31185,10395,38982,12994,2599,0,335242,231291,665285,,
SIO,32.867,-117.257,,20201116,11/16/20,15.6,,,100,4.88,4.64,4.76,1.02,1.16,1.09,0.26,4.1,0,,0,0,200,0,,,,0,0,1252,1252,13767,66961,5632,2503,0,0,344191,66961,502519,,
SMP,34.008,-118.499,,638,11/16/20,14.6,,,200,,,,,,,0.29,,0.3,,0.26,0.88,200,0,,,,0,0,0,0,370,370,1500,,,0,7480,750,10470,,
SW,34.408043,-119.68485,1,20201117,11/17/20,14.9,14.5,,188,3.618,,3.618,0.804,,0.804,0.475,6.167,0.111,1.905,114.363,1.794,188,0,,,50,0,0,0,0,6360,16800,36760,1740,0,0,136360,35320,233340,1,
SW,34.408043,-119.68485,1,20201123,11/23/20,15.1,14.8,,188,1.021,,1.021,0.612,,0.612,0.848,5.366,0,0.429,16.554,0.429,188,0,,,50,0,0,280,0,860,0,9840,580,0,0,39080,33000,83640,1,
NP,33.6061,-117.9311,,NP112320,11/23/20,14.8,,,100,5.8,5.79,5.8,,,,0.27,3.56,0,0.08,0.6,0,200,0,,,25,0,0,2599,2599,18191,0,0,0,0,0,148130,324846,496365,,
SMP,34.008,-118.499,,639,11/23/20,14.7,,,200,,,,,,,0.4,,0,,0.61,0.31,200,0,,,,0,0,0,0,5610,12300,4100,,,0,17950,5240,45600,,
SIO,32.867,-117.257,,20201123,11/23/20,16.3,,,100,3.01,2.85,2.93,0.92,0.82,0.87,0.22,3.9,0,,0.2,0,200,0,,,,0,0,2504,5006,28161,17522,1877,5007,0,0,77600,78850,216527,,
SW,34.408043,-119.68485,1,20201130,11/30/20,14.2,14.5,,188,2.081,,2.081,0.566,,0.566,0.39,5.662,0,0.48,99.227,0.48,188,0,,,50,0,580,860,860,1440,0,5800,860,0,0,7820,26060,44280,1,
NP,33.6061,-117.9311,,NP113020,11/30/20,15.4,,,100,4.25,4.43,4.34,,,,0.15,3.1,0,-0.05,0.16,0,200,0,,,25,0,0,0,0,46778,2599,5198,5198,0,0,98753,400211,558736,,
SIO,32.867,-117.257,,20201130,11/30/20,16.3,,,100,1.56,1.51,1.54,0.45,0.39,0.42,0.16,3.3,0,,0.67,0,200,0,,,,0,0,1252,1877,16897,12516,0,1878,0,0,64458,20651,119529,,
SMP,34.008,-118.499,,640,11/30/20,13.9,,,200,,,,,,,0.43,,0,,0.74,0.35,200,0,,,,0,0,1500,750,2600,750,0,,,17600,2600,5240,31400,,
SW,34.408043,-119.68485,1,20201207,12/7/20,14.3,16.3,,188,2.327,,2.327,0.881,,0.881,0.385,6.895,0,0,8.694,0,188,0,,,50,0,580,0,0,4640,2020,3760,5220,0,0,3480,34160,53860,1,
SIO,32.867,-117.257,,20201207,12/7/20,15.7,,,100,1.57,1.42,1.5,0.35,0.4,0.37,0.2,2.8,0,,0.42,0,200,0,,,,0,0,952,1631,4486,5709,272,1903,272,0,36430,20525,72180,,
NP,33.6061,-117.9311,,NP120720,12/7/20,14.6,,,100,5.98,6.5,6.24,,,,0.21,3.56,-0.03,0.02,0.26,0,200,0,,,25,0,0,0,0,23389,0,5198,5198,0,0,44179,527551,605514,,
SMP,34.008,-118.499,,641,12/7/20,13.6,,,200,,,,,,,0.39,,0,,0.57,0.21,200,0,,,,0,0,748,374,748,0,0,,,0,1870,3366,7854,,
SW,34.408043,-119.68485,1,20201214,12/14/20,14.6,15,,188,1.506,,1.506,0.667,,0.667,0.432,5.852,0,0.401,8.046,0.401,188,0,,,50,0,280,280,580,4340,4640,7520,1740,0,0,8100,26640,54120,1,
NP,33.6061,-117.9311,,NP121420,12/14/20,15.4,,,100,1.78,1.72,1.75,,,,0.23,2.94,0.04,0.01,1.14,0,200,0,,,25,0,0,2599,0,20790,2599,0,0,0,0,28586,168920,223494,,
SIO,32.867,-117.257,,20201214,12/14/20,15.7,,,100,1.91,1.93,1.92,0.47,0.46,0.46,0.22,2.9,0,,0.41,0,200,0,,,,0,0,820,1641,2051,12308,821,2461,0,0,54973,16411,91486,,
SMP,34.008,-118.499,,642,12/14/20,14.1,,,200,,,,,,,0.53,,0.2,,1.93,2.39,200,0,,,,0,0,0,0,1496,0,0,,,0,9724,1496,13464,,
SW,34.408043,-119.68485,1,20201221,12/21/20,14,15.6,,188,1.36,,1.36,0.452,,0.452,0.51,5.787,0.16,3.056,5.601,2.896,188,0,,,50,0,580,280,2020,2020,6940,15340,2600,0,0,83960,30400,144140,1,
SIO,32.867,-117.257,,20201221,12/21/20,15.2,,,100,2.87,2.9,2.88,0.92,0.85,0.89,0.21,3.4,0,,0.31,0,200,0,,,,0,0,1088,2990,7748,6117,272,3942,0,0,44721,24740,91618,,
NP,33.6061,-117.9311,,NP122120,12/21/20,15.2,,,100,2.88,3.25,3.06,,,,0.2,3,-0.01,-0.02,0.42,0,200,0,,,25,0,0,0,0,7796,0,5198,2599,0,0,88358,202704,306655,,
SMP,34.008,-118.499,,643,12/21/20,13.7,,,200,,,,,,,0.39,,0.12,,1.19,0.25,200,0,,,,0,0,374,0,748,8602,3740,,,0,0,2618,16456,,
SIO,32.867,-117.257,,20201228,12/28/20,14.8,,,100,2.98,2.82,2.9,0.66,0.75,0.7,0.24,3.6,0,,0.39,0,200,0,,,,0,0,1878,3755,2503,25032,5006,3129,1252,0,107013,29412,178980,,
NP,33.6061,-117.9311,,NP122820,12/28/20,14.8,,,100,2.6,2.69,2.65,,,,0.23,2.74,0.02,-0.06,0.59,0,200,0,,,25,0,0,0,0,7796,0,0,10395,0,0,88358,168920,275470,,
SMP,34.008,-118.499,,644,12/28/20,13.5,,,200,,,,,,,0.6,,0.58,,1.61,1.53,200,0,,,,0,0,748,374,374,1870,1496,,,0,23936,4488,33286,,
SW,34.408043,-119.68485,1,20210104,1/4/21,14,13.5,,188,1.522,,1.522,1.553,,1.553,0.565,6.13,0.218,1.787,22.33,1.568,188,0,,,50,0,0,1440,3180,2600,9840,13020,580,0,0,22300,24900,77860,1,
SIO,32.867,-117.257,,20210104,1/4/21,14.6,,,100,3.32,3.65,3.48,0.92,0.66,0.79,0.27,4.3,0,,0.4,0.8,200,0,,,,0,0,2504,5006,15019,20026,0,11264,0,0,166463,27536,247818,,
NP,33.6061,-117.9311,,NP010421,1/4/21,14.8,,,100,3.2,3.26,3.23,,,,0.31,3.7,0.05,0.47,0.78,0.47,200,0,,,25,0,0,0,0,5198,18191,18191,5198,0,0,275470,311853,634100,,
SMP,34.008,-118.499,,645,1/4/21,13.9,,,200,,,0.99,,,,0.48,,0.29,,0.65,1.46,200,0,,,,0,0,1870,1870,8976,3366,2244,,,0,29920,7106,55352,,
SW,34.408043,-119.68485,1,20210111,1/11/21,13.7,14.5,,188,2.417,,2.417,1.433,,1.433,0.61,7.234,0.302,1.784,20.629,1.483,188,0,,,50,0,3760,0,580,1160,9560,1440,2020,0,0,16220,21720,56460,1,
NP,33.6061,-117.9311,,NP011121,1/11/21,14.1,,,100,8.71,8.37,8.54,,,,0.44,3.58,0.06,0.4,2.64,0.4,200,0,,,25,0,0,2599,12994,25988,12994,33784,2599,7796,0,272871,597717,969342,,
SIO,32.867,-117.257,,20210111,1/11/21,13.9,,,100,4.25,4.19,4.22,0.8,0.63,0.71,0.46,5.7,0,,0.23,3.26,200,0,,,,0,0,1878,6258,26283,25032,4381,8762,2503,0,78225,16270,169592,,
SMP,34.008,-118.499,,646,1/11/21,13.6,,,200,,,1.27,,,,0.55,,0.2,,0.68,0.78,200,0,,,,0,0,2618,12716,59466,748,5236,,,2618,27302,14960,125664,,
SW,34.408043,-119.68485,1,20210118,1/18/21,14.3,14,,188,3.828,,3.828,0.622,,0.622,0.286,4.374,0,0.416,16.097,0.416,188,0,,,50,0,0,860,1440,5220,10420,2600,2900,0,18818,21140,33002,96400,1,
SMP,34.008,-118.499,,647,1/18/21,14.3,,,200,,,3.07,,,,0.26,,0,,0,0,200,0,,,,0,0,0,1122,10472,0,0,,,374,53108,11594,77418,,
SIO,32.867,-117.257,,20210118,1/18/21,15,,,100,5.4,5.48,5.44,0.93,0.54,0.73,0.17,3.5,0,,3.94,0,200,0,,,,0,0,1252,3755,33793,18774,0,6884,0,0,178979,38173,281610,,
SW,34.408043,-119.68485,1,20210125,1/25/21,13.8,8.3,,188,1.119,,1.119,0.806,,0.806,0.451,4.83,0.161,1.35,1.862,1.19,188,0,,,50,0,0,280,0,860,3760,2320,280,0,0,28960,19940,56400,1,
SMP,34.008,-118.499,,648,1/26/21,13.3,,,200,,,0.46,,,,0.6,,0.57,,1.97,3.45,200,0,,,,0,374,374,1870,1870,748,0,,,0,4488,3740,13464,,
SIO,32.867,-117.257,,20210126,1/26/21,14.7,,,100,2.74,2.19,2.47,1.26,1.82,1.54,0.32,2.9,0,,2.03,0,200,0,,,,0,0,1878,3755,7510,10013,1252,5633,1252,0,55696,25656,112645,,
SW,34.408043,-119.68485,1,20210201,2/1/21,12.8,13,,188,1.15,,1.15,0.582,,0.582,0.896,10.337,0.249,8.556,7.678,8.308,188,0,,,50,0,0,280,0,280,4060,2900,0,0,0,26640,6360,40520,1,
NP,33.6061,-117.9311,,NP020121,2/1/21,14,,,100,6.04,6.46,6.25,,,,,,,,,,200,0,,,25,0,0,0,7796,12994,0,25988,7796,0,0,10395,25988,90957,,
SIO,32.867,-117.257,,20210201,2/1/21,14.5,,,100,4.2,4.02,4.11,0.81,0.63,0.72,0.27,3.9,0,,0,0,200,0,,,,0,0,626,5632,8136,11891,0,7510,0,0,76347,51941,162083,,
SMP,34.008,-118.499,,649,2/1/21,13.3,,,200,,,0.37,,,,0.66,,0.45,,2.22,4.4,200,0,,,,0,0,0,0,0,0,0,,,0,7106,374,7480,,
SW,34.408043,-119.68485,1,20210208,2/8/21,14.2,10.8,,188,3.335,,3.335,0.596,,0.596,0.153,5.262,0,0,2.96,0,188,0,,,50,0,0,1440,11860,2900,13900,7520,3480,0,0,40820,55000,136920,1,
NP,33.6061,-117.9311,,NP020821,2/8/21,14,,,100,3.65,3.77,3.71,,,,,,,,,,200,0,,,25,0,0,2599,7796,7796,166321,64969,7796,0,2599,80562,23389,361229,,
SIO,32.867,-117.257,,20210208,2/8/21,14.3,,,100,7.95,7.98,7.96,1.06,0.95,1,0.26,4.1,0,,0.42,0,200,0,,,,0,1252,1878,68838,21278,28787,2503,8761,0,0,120780,51940,306017,,
SMP,34.008,-118.499,,650,2/8/21,13.6,,,200,,,1.5,,,,0.35,,0.1,,0.48,0.3,200,0,,,,0,0,374,0,3740,0,6700,,,0,34800,1870,47500,,
NP,33.6061,-117.9311,,NP021521,2/15/21,14.1,,,100,5.9,5.93,5.92,,,,0.39,4.8,0.06,1.56,0.14,1.56,200,0,,,25,0,0,0,28586,15593,77963,72766,2599,0,2599,111747,31185,343038,,
